,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,SaleType,SaleCondition,SalePrice
1189,60,RL,60.0,7500,Reg,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,No,Unf,0,Unf,994,994,Gd,Y,SBrkr,1028,776,1804,0,2,1,3,1,Gd,7,1,Attchd,1999.0,Fin,2,442,Y,140,60,0,WD,Normal,189000
1190,190,RL,69.0,32463,Reg,Low,Inside,Mod,Mitchel,2fmCon,1Story,4,4,1961,1975,Gable,MetalSd,MetalSd,149.0,TA,Gd,CBlock,TA,Av,BLQ,1159,Unf,90,1249,Ex,Y,SBrkr,1622,0,1622,1,1,0,3,1,TA,7,1,2Types,1975.0,Fin,4,1356,Y,439,0,0,WD,Normal,168000
1191,160,FV,24.0,2645,Reg,Lvl,Inside,Gtl,Somerst,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,456.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,776,776,Ex,Y,SBrkr,764,677,1441,0,2,1,2,1,Gd,5,0,Detchd,1999.0,Unf,2,492,Y,206,0,0,WD,Normal,174000
1192,50,RM,60.0,9600,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,8,1925,1994,Gambrel,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,Mn,Unf,0,Unf,702,702,Gd,Y,SBrkr,842,630,1472,0,1,0,3,1,Gd,6,0,Detchd,1925.0,Unf,1,250,P,0,0,84,WD,Normal,125000
1193,120,RM,69.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,TwnhsE,1Story,6,5,1999,1999,Hip,VinylSd,VinylSd,425.0,TA,TA,PConc,Ex,No,GLQ,883,Unf,341,1224,Ex,Y,SBrkr,1224,0,1224,1,2,0,2,1,TA,5,0,Attchd,1999.0,Fin,2,402,Y,0,304,0,WD,Normal,165000
1194,60,RL,80.0,9364,Reg,Lvl,Corner,Gtl,Sawyer,1Fam,2Story,6,7,1969,1969,Gable,HdBoard,HdBoard,143.0,TA,TA,CBlock,TA,No,ALQ,371,Unf,292,663,TA,Y,SBrkr,663,689,1352,0,1,1,4,1,TA,7,0,Attchd,1969.0,Fin,1,299,Y,379,36,0,WD,Normal,158000
1195,60,RL,51.0,8029,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,No,Unf,0,Unf,728,728,Ex,Y,SBrkr,728,728,1456,0,2,1,3,1,Gd,8,0,Attchd,2005.0,Fin,2,400,Y,100,24,0,WD,Normal,176000
1196,60,RL,58.0,14054,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Av,Unf,0,Unf,879,879,Ex,Y,SBrkr,879,984,1863,0,2,1,4,1,Gd,9,1,BuiltIn,2006.0,Fin,3,660,Y,100,17,0,New,Partial,219210
1197,75,RM,65.0,8850,IR1,Bnk,Corner,Gtl,OldTown,1Fam,2.5Unf,7,6,1916,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,No,Unf,0,Unf,815,815,Ex,Y,SBrkr,815,875,1690,0,1,0,3,1,TA,7,1,Detchd,1916.0,Unf,1,225,Y,0,0,330,Other,Normal,144000
1198,20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,1212,1212,Ex,Y,SBrkr,1212,0,1212,0,2,0,3,1,Gd,6,0,Attchd,2001.0,RFn,2,573,Y,356,0,0,WD,Normal,178000
1199,20,RL,75.0,11235,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,4,5,1963,1979,Gable,HdBoard,HdBoard,51.0,TA,TA,CBlock,TA,No,Rec,547,Unf,504,1051,Gd,Y,SBrkr,1382,0,1382,0,1,1,3,1,TA,6,1,Attchd,1974.0,Unf,2,459,Y,0,82,0,WD,Normal,148000
1200,20,RL,71.0,9353,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,5,1970,1970,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,No,Unf,0,Unf,864,864,Gd,Y,SBrkr,864,0,864,0,1,0,3,1,TA,5,0,Attchd,1972.0,Unf,1,280,Y,0,0,0,Other,Abnorml,116050
1201,60,RL,80.0,10400,Reg,Lvl,Corner,Gtl,CollgCr,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,Av,Unf,0,Unf,866,866,Ex,Y,SBrkr,866,913,1779,0,2,1,3,1,Gd,6,0,Attchd,1998.0,RFn,2,546,Y,198,36,0,WD,Normal,197900
1202,50,RM,50.0,6000,Reg,Lvl,Corner,Gtl,BrkSide,1Fam,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,No,Unf,0,Unf,884,884,Ex,Y,SBrkr,884,464,1348,1,1,0,3,1,TA,5,1,Detchd,1960.0,Unf,1,216,N,0,0,208,WD,Normal,117000
1203,20,RL,75.0,9750,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,171.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,1630,1630,Ex,Y,SBrkr,1630,0,1630,0,2,0,3,1,Gd,6,1,Attchd,2000.0,Unf,2,451,Y,74,234,0,WD,Normal,213000
1204,20,RL,78.0,10140,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,No,ALQ,788,Unf,268,1056,Ex,Y,SBrkr,1074,0,1074,1,1,1,3,1,TA,6,0,Attchd,1975.0,RFn,2,495,Y,0,88,0,WD,Normal,153500
1205,20,RL,90.0,14684,IR1,Lvl,CulDSac,Gtl,SawyerW,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,234.0,Gd,TA,CBlock,Gd,Mn,ALQ,485,Other,1496,2158,Gd,Y,SBrkr,2196,0,2196,0,2,0,3,1,Gd,7,1,Attchd,1990.0,RFn,3,701,Y,84,70,0,WD,Normal,271900
1206,20,RH,69.0,8900,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,4,4,1966,1966,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,No,Rec,1056,Unf,0,1056,TA,Y,SBrkr,1056,0,1056,1,1,0,2,1,TA,5,0,Detchd,1966.0,Unf,1,384,Y,0,42,0,WD,Normal,107000
1207,20,RL,70.0,9135,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,120.0,Gd,TA,PConc,Gd,Av,GLQ,340,Unf,1342,1682,Ex,Y,SBrkr,1700,0,1700,1,2,0,3,1,Gd,7,0,Attchd,2003.0,RFn,2,544,Y,192,23,0,WD,Normal,200000
1208,20,RL,70.0,7763,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1962,1980,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,No,Rec,504,Other,319,931,TA,Y,SBrkr,1283,0,1283,1,1,0,3,1,TA,6,0,Detchd,1980.0,Unf,2,506,Y,0,0,0,WD,Normal,140000
1209,20,RL,85.0,10182,IR1,Lvl,CulDSac,Gtl,Somerst,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,420.0,Gd,TA,PConc,Ex,Mn,GLQ,1220,Unf,440,1660,Ex,Y,SBrkr,1660,0,1660,1,2,0,3,1,Gd,8,1,Attchd,2006.0,RFn,2,500,Y,322,50,0,New,Partial,290000
1210,60,RL,70.0,11218,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,6,5,1992,1992,Gable,Wd Sdng,Wd Sdng,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,1055,1055,Ex,Y,SBrkr,1055,790,1845,0,2,1,3,1,Gd,8,1,Attchd,1992.0,RFn,2,462,Y,635,104,0,WD,Normal,189000
1211,50,RL,152.0,12134,IR1,Bnk,Inside,Mod,Gilbert,1Fam,1.5Fin,8,7,1988,2005,Gable,Wd Sdng,Wd Sdng,0.0,Gd,TA,Wood,Gd,Av,GLQ,427,Unf,132,559,Gd,Y,SBrkr,1080,672,1752,0,2,0,4,1,TA,8,0,Basment,1988.0,RFn,2,492,Y,325,12,0,WD,Normal,164000
1212,30,RL,50.0,9340,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1Story,4,6,1941,1950,Hip,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,No,Rec,344,Unf,328,672,TA,Y,SBrkr,672,0,672,1,1,0,2,1,TA,4,0,Attchd,1941.0,Unf,1,234,N,0,113,0,WD,Normal,113000
1213,80,RL,69.0,10246,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,SLvl,4,9,1965,2001,Gable,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,Av,GLQ,648,Unf,0,648,Ex,Y,SBrkr,960,0,960,1,0,0,0,1,TA,3,0,Attchd,1965.0,Unf,1,364,Y,88,0,0,WD,Normal,145000
1214,85,RL,69.0,10205,IR1,Lvl,Inside,Gtl,NAmes,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,Av,BLQ,784,Unf,141,925,TA,Y,SBrkr,999,0,999,1,1,0,3,1,TA,6,0,Attchd,1962.0,Unf,1,300,Y,150,72,0,WD,Normal,134500
1215,20,RL,99.0,7094,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1966,1966,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,No,Rec,180,Other,340,894,TA,Y,SBrkr,894,0,894,0,1,0,3,1,TA,5,0,Detchd,1966.0,RFn,1,384,Y,0,0,0,WD,Normal,125000
1216,90,RM,68.0,8930,Reg,Lvl,Inside,Gtl,Sawyer,Duplex,1.5Fin,6,5,1978,1978,Gable,VinylSd,VinylSd,0.0,TA,TA,Slab,TA,No,Unf,0,Unf,0,0,TA,Y,SBrkr,1318,584,1902,0,2,0,4,2,TA,8,0,Attchd,1978.0,Unf,2,539,Y,0,0,0,WD,Normal,112000
1217,20,FV,72.0,8640,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,8,5,2009,2009,Gable,CemntBd,CmentBd,72.0,Gd,TA,PConc,Gd,Mn,GLQ,936,Unf,364,1300,Ex,Y,SBrkr,1314,0,1314,1,2,0,3,1,Gd,6,0,Attchd,2009.0,RFn,2,552,Y,135,112,0,New,Partial,229456
1218,50,RM,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,4,5,1947,1950,Gable,AsbShng,AsbShng,0.0,TA,TA,Slab,TA,No,Unf,0,Unf,0,0,Gd,N,SBrkr,672,240,912,0,1,0,2,1,TA,3,0,Attchd,2005.0,Unf,0,0,N,0,0,0,WD,Normal,80500
1219,160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Twnhs,2Story,6,5,1971,1971,Gable,CemntBd,CmentBd,236.0,TA,TA,CBlock,TA,No,Unf,0,Unf,672,672,TA,Y,SBrkr,672,546,1218,0,1,1,3,1,TA,7,0,Attchd,2005.0,Unf,0,0,N,201,0,0,WD,Abnorml,91500
1220,20,RL,66.0,7800,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,No,Rec,312,Other,0,912,TA,Y,SBrkr,912,0,912,0,1,0,2,1,TA,5,0,Attchd,1964.0,Unf,1,288,Y,0,0,0,WD,Abnorml,115000
1221,20,RL,55.0,8250,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,No,BLQ,250,Other,210,952,Ex,Y,SBrkr,1211,0,1211,0,1,0,3,1,TA,5,1,Attchd,1968.0,Unf,1,322,Y,0,63,0,WD,Normal,134000
1222,50,RL,78.0,10496,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1.5Fin,6,6,1949,1950,Gable,Wd Sdng,Wd Sdng,320.0,TA,TA,CBlock,TA,Mn,Rec,196,Unf,844,1040,Ex,Y,SBrkr,1168,678,1846,0,2,0,3,1,TA,7,1,Attchd,1949.0,Unf,1,315,Y,0,0,0,WD,Normal,143000
1223,20,RL,89.0,10680,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,3,1951,1951,Hip,Wd Sdng,Wd Sdng,44.0,TA,TA,CBlock,TA,No,LwQ,756,Unf,1380,2136,TA,N,FuseA,2136,0,2136,0,2,0,4,1,TA,7,0,Detchd,1951.0,Unf,2,528,Y,0,30,0,WD,Normal,137900
1224,60,RL,60.0,15384,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Av,GLQ,724,Unf,64,788,Ex,Y,SBrkr,788,702,1490,1,2,1,3,1,Gd,8,1,Attchd,2004.0,Fin,2,388,Y,100,75,0,WD,Normal,184000
1225,80,RL,65.0,10482,Reg,Lvl,Inside,Gtl,NAmes,1Fam,SLvl,6,8,1958,1958,Hip,VinylSd,VinylSd,63.0,TA,Gd,CBlock,TA,Av,GLQ,507,Unf,81,588,Ex,Y,SBrkr,1138,0,1138,0,1,0,3,1,TA,6,0,Attchd,1958.0,RFn,1,264,Y,224,0,0,WD,Normal,145000
1226,60,RL,86.0,14598,IR1,Lvl,CulDSac,Gtl,Somerst,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,74.0,Gd,TA,PConc,Gd,Mn,Unf,0,Unf,894,894,Ex,Y,SBrkr,894,1039,1933,0,2,1,4,1,Gd,9,1,BuiltIn,2007.0,Fin,3,668,Y,100,18,0,WD,Normal,214000
1227,20,RL,72.0,8872,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1Story,5,8,1965,2008,Gable,VinylSd,VinylSd,300.0,TA,TA,CBlock,TA,No,ALQ,595,Unf,317,912,Ex,Y,SBrkr,912,0,912,1,1,0,2,1,Gd,5,0,Detchd,1992.0,Unf,2,576,Y,0,240,0,WD,Normal,147000
1228,120,RL,65.0,8769,Reg,Lvl,Corner,Gtl,NridgHt,TwnhsE,1Story,9,5,2008,2008,Hip,MetalSd,MetalSd,766.0,Ex,TA,PConc,Ex,No,GLQ,1540,Unf,162,1702,Ex,Y,SBrkr,1702,0,1702,1,1,1,1,1,Ex,7,1,Attchd,2008.0,Fin,3,1052,Y,0,72,0,New,Partial,367294
1229,80,RL,70.0,7910,Reg,Lvl,Inside,Gtl,NAmes,1Fam,SLvl,5,5,1960,1960,Hip,BrkFace,HdBoard,0.0,TA,TA,CBlock,TA,No,ALQ,666,Unf,409,1075,Gd,Y,SBrkr,1507,0,1507,0,2,0,4,1,TA,7,0,Basment,1960.0,Unf,1,404,Y,0,0,0,WD,Normal,127000
1230,90,RL,69.0,18890,IR1,Lvl,Inside,Gtl,Sawyer,Duplex,1.5Fin,5,5,1977,1977,Shed,Plywood,Plywood,1.0,TA,TA,CBlock,Gd,No,GLQ,498,Other,652,1361,Ex,Y,SBrkr,1361,1259,2620,0,2,2,4,2,TA,12,1,BuiltIn,1977.0,RFn,2,600,N,155,24,145,WD,Normal,190000
1231,90,RL,70.0,7728,Reg,Lvl,Inside,Gtl,NAmes,Duplex,SLvl,5,6,1962,1962,Hip,Wd Sdng,Wd Sdng,120.0,TA,TA,CBlock,TA,Av,ALQ,803,Unf,303,1106,TA,Y,SBrkr,1190,0,1190,1,1,0,3,1,TA,6,0,Attchd,1962.0,Unf,2,540,Y,0,18,0,WD,Normal,132500
1232,90,RL,70.0,9842,Reg,Lvl,FR2,Gtl,NAmes,Duplex,1Story,4,5,1962,1962,Gable,HdBoard,HdBoard,0.0,TA,TA,Slab,TA,No,Unf,0,Unf,0,0,TA,Y,SBrkr,1224,0,1224,0,2,0,2,2,TA,6,0,CarPort,1962.0,Unf,2,462,Y,0,0,0,WD,Normal,101800
1233,20,RL,69.0,12160,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1959,1959,Hip,Plywood,Plywood,180.0,TA,TA,CBlock,TA,No,Rec,1000,Unf,188,1188,Fa,Y,SBrkr,1188,0,1188,1,1,0,3,1,TA,6,0,Attchd,1959.0,RFn,2,531,Y,0,0,0,Other,Abnorml,142000
1234,70,RH,55.0,8525,Reg,Bnk,Inside,Gtl,SWISU,1Fam,2Story,5,6,1911,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,Av,Unf,0,Unf,940,940,TA,N,FuseA,1024,940,1964,0,1,1,4,1,TA,7,0,Attchd,2005.0,Unf,0,0,N,0,192,0,WD,Abnorml,130000
1235,70,RL,96.0,13132,Reg,Lvl,Inside,Gtl,Crawfor,1Fam,2Story,5,5,1914,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Gd,Mn,Unf,0,Unf,747,747,Gd,Y,Other,892,892,1784,0,1,1,4,1,TA,9,0,Detchd,1914.0,Unf,1,180,N,203,40,0,WD,Normal,138887
1236,160,RL,36.0,2628,Reg,Lvl,Inside,Gtl,NridgHt,Twnhs,2Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,106.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,764,764,Ex,Y,SBrkr,764,862,1626,0,2,1,2,1,Gd,6,0,BuiltIn,2003.0,RFn,2,474,Y,0,27,0,WD,Normal,175500
1237,60,RL,41.0,12393,IR2,Lvl,FR2,Gtl,CollgCr,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,847,847,Ex,Y,SBrkr,847,1101,1948,0,2,1,4,1,Gd,8,1,BuiltIn,2004.0,Fin,2,434,Y,100,48,0,WD,Normal,195000
1238,20,RL,63.0,13072,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,1141,1141,Ex,Y,SBrkr,1141,0,1141,0,1,1,3,1,TA,6,0,Detchd,2005.0,Unf,2,484,Y,0,0,0,WD,Abnorml,142500
1239,20,RL,64.0,9037,IR1,HLS,Inside,Gtl,Timber,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,32.0,Gd,TA,PConc,Gd,Av,GLQ,428,Unf,1048,1476,Ex,Y,SBrkr,1484,0,1484,0,2,0,2,1,Ex,6,1,Attchd,2006.0,RFn,2,472,Y,120,33,0,WD,Normal,265900
1240,60,RL,65.0,8158,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,252.0,Gd,TA,PConc,Gd,No,GLQ,550,Unf,334,884,Ex,Y,SBrkr,884,884,1768,1,2,1,3,1,Gd,8,0,Attchd,2003.0,RFn,2,543,Y,0,63,0,WD,Normal,224900
1241,20,RL,83.0,9849,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,7,6,2007,2007,Hip,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Av,Unf,0,Unf,1689,1689,Ex,Y,SBrkr,1689,0,1689,0,2,0,3,1,Gd,7,0,Attchd,2007.0,RFn,3,954,Y,0,56,0,New,Partial,248328
1242,85,RL,85.0,10625,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,SFoyer,7,6,1974,1974,Gable,Plywood,Plywood,81.0,TA,TA,CBlock,Gd,Gd,GLQ,885,Other,0,1053,TA,Y,SBrkr,1173,0,1173,1,2,0,3,1,Gd,6,2,Attchd,1974.0,RFn,2,528,Y,0,120,0,WD,Other,170000
1243,20,RL,107.0,13891,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,10,5,2006,2006,Gable,VinylSd,VinylSd,0.0,Ex,TA,PConc,Ex,Gd,GLQ,1386,Unf,690,2076,Ex,Y,SBrkr,2076,0,2076,1,2,1,2,1,Ex,7,1,Attchd,2006.0,Fin,3,850,Y,216,229,0,New,Partial,465000
1244,70,RL,69.0,11435,IR1,HLS,Corner,Mod,Crawfor,1Fam,2Story,8,7,1929,1950,Gable,BrkFace,Stucco,0.0,TA,TA,PConc,Gd,No,Unf,0,Unf,792,792,Fa,Y,SBrkr,792,725,1517,0,1,0,3,1,Gd,7,2,Detchd,1931.0,Unf,2,400,Y,0,0,0,WD,Normal,230000
1245,80,RL,78.0,12090,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,SLvl,6,7,1984,2003,Hip,VinylSd,VinylSd,74.0,TA,TA,CBlock,Gd,No,Unf,0,Unf,585,585,Ex,Y,SBrkr,1140,728,1868,0,3,1,3,1,TA,7,1,BuiltIn,1984.0,Fin,2,477,Y,268,112,0,WD,Abnorml,178000
1246,60,FV,65.0,8125,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,756,756,Ex,Y,SBrkr,756,797,1553,0,2,1,3,1,Gd,6,0,Attchd,2005.0,RFn,2,615,Y,0,45,0,New,Partial,186500
1247,80,RL,69.0,12328,IR1,Lvl,Inside,Gtl,Mitchel,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,335.0,TA,TA,CBlock,TA,Av,GLQ,539,Unf,473,1012,TA,Y,SBrkr,1034,0,1034,1,1,0,3,1,TA,6,0,Attchd,1976.0,Unf,3,888,Y,0,0,0,WD,Normal,169900
1248,75,RM,60.0,9600,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2.5Unf,6,5,1917,1950,Gable,AsbShng,AsbShng,0.0,TA,TA,BrkTil,Gd,No,Rec,319,Unf,416,735,Fa,N,SBrkr,1134,924,2058,0,1,1,3,1,TA,8,1,Detchd,1950.0,Unf,2,396,P,0,0,259,WD,Normal,129500
1249,20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1950,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,No,BLQ,534,Other,246,876,TA,Y,SBrkr,988,0,988,0,1,0,3,1,TA,6,0,Attchd,1950.0,Unf,1,276,Y,0,80,0,WD,Normal,119000
1250,20,RL,93.0,11160,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1Story,7,5,1968,1968,Hip,BrkFace,BrkFace,0.0,Gd,TA,CBlock,TA,No,ALQ,1065,Unf,1045,2110,Ex,Y,SBrkr,2110,0,2110,1,2,1,3,1,Ex,8,2,Attchd,1968.0,Fin,2,522,Y,0,0,0,WD,Normal,244000
1251,120,RL,69.0,3136,IR1,Lvl,Corner,Gtl,NridgHt,TwnhsE,1Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,163.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,1405,1405,Ex,Y,SBrkr,1405,0,1405,0,2,0,2,1,Gd,6,1,Attchd,2003.0,RFn,2,478,Y,148,36,0,WD,Normal,171750
1252,20,RL,62.0,9858,Reg,Lvl,Inside,Gtl,Mitchel,1Fam,1Story,5,6,1968,1968,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,No,BLQ,510,Unf,354,864,TA,Y,SBrkr,874,0,874,1,1,0,3,1,TA,5,0,Attchd,1968.0,RFn,1,288,Y,33,0,0,WD,Normal,130000
1253,60,RL,69.0,17542,IR1,Lvl,Inside,Gtl,Veenker,1Fam,2Story,7,7,1974,2003,Gable,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,TA,Gd,LwQ,125,Other,36,1192,TA,Y,SBrkr,1516,651,2167,1,2,1,3,1,Gd,9,2,Attchd,1974.0,RFn,2,518,Y,220,47,0,WD,Normal,294000
1254,60,RL,60.0,6931,Reg,Lvl,Inside,Gtl,Edwards,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,92.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,746,746,Ex,Y,SBrkr,760,896,1656,0,2,1,3,1,Gd,7,1,BuiltIn,2003.0,Fin,2,397,Y,178,128,0,WD,Normal,165400
1255,50,RM,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,No,LwQ,425,Unf,459,884,TA,Y,FuseA,959,408,1367,0,1,0,3,1,TA,6,1,Detchd,1978.0,Unf,1,560,Y,0,0,0,WD,Normal,127500
1256,20,RL,91.0,14303,IR1,Lvl,Corner,Gtl,NoRidge,1Fam,1Story,8,5,1994,1994,Hip,HdBoard,HdBoard,554.0,Gd,TA,PConc,Gd,Gd,GLQ,1314,Unf,672,1986,Ex,Y,SBrkr,1987,0,1987,1,2,0,2,1,Gd,7,1,Attchd,1994.0,Fin,2,691,Y,262,36,0,WD,Normal,301500
1257,30,RL,56.0,4060,Reg,Lvl,Corner,Gtl,Edwards,1Fam,1Story,5,8,1922,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Fa,No,Unf,0,Unf,864,864,Ex,Y,SBrkr,864,0,864,0,1,0,2,1,TA,4,0,Attchd,2005.0,Unf,0,0,Y,0,96,0,WD,Normal,99900
1258,80,RL,59.0,9587,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,2005,2005,Gable,VinylSd,VinylSd,182.0,Gd,TA,PConc,Gd,Gd,GLQ,655,Unf,201,856,Ex,Y,SBrkr,1166,0,1166,1,2,0,2,1,Gd,5,0,Attchd,2005.0,Fin,2,400,Y,212,0,0,WD,Normal,190000
1259,20,RL,65.0,9750,Reg,Lvl,FR2,Gtl,NAmes,1Fam,1Story,6,8,1969,1969,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,No,ALQ,602,Other,14,1054,Gd,Y,SBrkr,1054,0,1054,1,1,1,3,1,TA,6,0,Attchd,1969.0,Unf,2,460,Y,180,0,0,WD,Normal,151000
1260,60,RL,69.0,24682,IR3,Lvl,CulDSac,Gtl,Gilbert,1Fam,2Story,6,5,1999,1999,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,No,Unf,0,Unf,841,841,Ex,Y,SBrkr,892,783,1675,0,2,1,3,1,TA,7,1,BuiltIn,1999.0,Fin,2,502,Y,0,103,0,WD,Normal,181000
1261,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,1956,1956,Hip,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,No,Rec,504,Unf,546,1050,Gd,Y,SBrkr,1050,0,1050,0,1,0,2,1,TA,5,0,Attchd,1956.0,Unf,1,338,Y,0,0,0,WD,Normal,128900
